UF,UFN,Codmun7,Município,GINI,PMPOB,IDHM
41,Paraná,4106407,CORNÉLIO PROCÓPIO,0.48,5.21,0.759
42,Santa Catarina,4207650,IPORÃ DO OESTE,0.43,3.45,0.759
42,Santa Catarina,4214003,PRESIDENTE GETÚLIO,0.41,2.58,0.759
43,Rio Grande do Sul,4313011,NOVA CANDELÁRIA,0.41,0,0.759
43,Rio Grande do Sul,4317756,SANTO ANTÔNIO DO PLANALTO,0.44,8.95,0.759
43,Rio Grande do Sul,4321808,TRÊS DE MAIO,0.5,4.7,0.759
31,Minas Gerais,3133808,Itaúna,0.48,2.75,0.758
31,Minas Gerais,3136207,João Monlevade,0.49,6.46,0.758
31,Minas Gerais,3162500,São João del Rei,0.52,7.22,0.758
35,São Paulo,3501301,ÁLVARES MACHADO,0.46,5.37,0.758
35,São Paulo,3512407,CORDEIRÓPOLIS,0.44,3.05,0.758
35,São Paulo,3515608,FERNANDO PRESTES,0.41,0.42,0.758
35,São Paulo,3538808,PIRAJU,0.48,3.71,0.758
35,São Paulo,3540606,PORTO FELIZ,0.45,2.55,0.758
41,Paraná,4110003,IGUARAÇU,0.42,4.29,0.758
41,Paraná,4115358,MARIPÁ,0.42,2.11,0.758
41,Paraná,4117107,NOVA LONDRINA,0.5,3.39,0.758
41,Paraná,4125506,SÃO JOSÉ DOS PINHAIS,0.45,2.56,0.758
42,Santa Catarina,4205308,FAXINAL DOS GUEDES,0.49,4.67,0.758
42,Santa Catarina,4206702,HERVAL D'OESTE,0.42,3.82,0.758
42,Santa Catarina,4213104,PIRATUBA,0.43,2.76,0.758
43,Rio Grande do Sul,4300802,ANTÔNIO PRADO,0.41,1.14,0.758
43,Rio Grande do Sul,4305603,COLORADO,0.51,4.38,0.758
43,Rio Grande do Sul,4309258,GUABIJU,0.55,1.81,0.758
43,Rio Grande do Sul,4314423,PICADA CAFÉ,0.32,1.66,0.758
51,Mato Grosso,5106224,NOVA MUTUM,0.51,2.85,0.758
31,Minas Gerais,3149309,Pedro Leopoldo,0.47,5.53,0.757
35,São Paulo,3500550,ÁGUAS DE SANTA BÁRBARA,0.48,4.79,0.757
35,São Paulo,3512001,COLINA,0.46,4.36,0.757
35,São Paulo,3513801,DIADEMA,0.43,5.51,0.757
35,São Paulo,3538501,PIQUETE,0.49,10.36,0.757
35,São Paulo,3541208,PRESIDENTE BERNARDES,0.46,6.52,0.757
35,São Paulo,3548054,SANTO ANTÔNIO DO ARACANGUÁ,0.41,3.32,0.757
41,Paraná,4104303,CAMPO MOURÃO,0.5,4.58,0.757
42,Santa Catarina,4203808,CANOINHAS,0.49,8.63,0.757
42,Santa Catarina,4206207,GRAVATAL,0.4,2.32,0.757
42,Santa Catarina,4211900,PALHOÇA,0.4,2.18,0.757
42,Santa Catarina,4215604,SANTA ROSA DE LIMA,0.32,2.42,0.757
43,Rio Grande do Sul,4303103,CACHOEIRINHA,0.44,3.91,0.757
43,Rio Grande do Sul,4305306,CHAPADA,0.46,3.47,0.757
43,Rio Grande do Sul,4306452,DOIS LAJEADOS,0.34,0.31,0.757
43,Rio Grande do Sul,4307609,ESTÂNCIA VELHA,0.42,2.21,0.757
43,Rio Grande do Sul,4315149,PRESIDENTE LUCENA,0.32,1.95,0.757
43,Rio Grande do Sul,4322558,VANINI,0.35,2.44,0.757
43,Rio Grande do Sul,4323705,VISTA GAÚCHA,0.6,6.08,0.757
52,Goiás,5211909,JATAÍ,0.55,3.82,0.757
31,Minas Gerais,3118601,Contagem,0.48,4.81,0.756
31,Minas Gerais,3131703,Itabira,0.51,7.46,0.756
31,Minas Gerais,3147907,Passos,0.49,4.42,0.756
35,São Paulo,3504800,BÁLSAMO,0.44,1.62,0.756
35,São Paulo,3513108,CRAVINHOS,0.42,2.46,0.756
35,São Paulo,3519071,HORTOLÂNDIA,0.41,3.95,0.756
35,São Paulo,3520400,ILHABELA,0.49,4.48,0.756
35,São Paulo,3524907,JAMBEIRO,0.49,4.88,0.756
35,São Paulo,3532868,NOVA CASTILHO,0.36,5.88,0.756
35,São Paulo,3539004,PIRANGI,0.38,1.41,0.756
42,Santa Catarina,4212809,BALNEÁRIO PIÇARRAS,0.44,4.09,0.756
43,Rio Grande do Sul,4308458,FORTALEZA DOS VALOS,0.62,6.5,0.756
43,Rio Grande do Sul,4315354,QUINZE DE NOVEMBRO,0.47,2.84,0.756
31,Minas Gerais,3119401,Coronel Fabriciano,0.48,7.92,0.755
31,Minas Gerais,3126109,Formiga,0.48,4.91,0.755
35,São Paulo,3502507,APARECIDA,0.46,4.54,0.755
35,São Paulo,3507803,BRODOWSKI,0.44,3.8,0.755
35,São Paulo,3540101,PONGAÍ,0.45,3.34,0.755
35,São Paulo,3550407,SÃO PEDRO,0.46,4.08,0.755
41,Paraná,4105508,CIANORTE,0.41,2.13,0.755
42,Santa Catarina,4200754,ALTO BELA VISTA,0.46,7.86,0.755
42,Santa Catarina,4211702,ORLEANS,0.45,3.34,0.755
42,Santa Catarina,4217006,SÃO LUDGERO,0.44,2.28,0.755
42,Santa Catarina,4217303,SAUDADES,0.33,1.98,0.755
43,Rio Grande do Sul,4312401,MONTENEGRO,0.5,4.87,0.755
43,Rio Grande do Sul,4318606,SÃO JOSÉ DO OURO,0.55,8.34,0.755
51,Mato Grosso,5107602,RONDONÓPOLIS,0.52,5.44,0.755
23,Ceará,2304400,FORTALEZA,0.61,12.14,0.754
29,Bahia,2919207,LAURO DE FREITAS,0.63,11.45,0.754
35,São Paulo,3502002,ANALÂNDIA,0.53,4.81,0.754
35,São Paulo,3507308,BORACÉIA,0.38,2.45,0.754
35,São Paulo,3512704,CORUMBATAÍ,0.48,5.24,0.754
35,São Paulo,3531100,MONGAGUÁ,0.5,9.72,0.754
35,São Paulo,3532504,NEVES PAULISTA,0.4,1.35,0.754
35,São Paulo,3541000,PRAIA GRANDE,0.49,5.95,0.754
35,São Paulo,3542602,REGISTRO,0.52,10.24,0.754
35,São Paulo,3556602,VERA CRUZ,0.45,5.9,0.754
42,Santa Catarina,4204756,CUNHATAÍ,0.46,1.96,0.754
42,Santa Catarina,4206306,GUABIRUBA,0.34,1.91,0.754
42,Santa Catarina,4214607,RIO DO OESTE,0.47,3.11,0.754
42,Santa Catarina,4215109,RODEIO,0.42,1.64,0.754
43,Rio Grande do Sul,4305801,CONSTANTINA,0.45,10.09,0.754
43,Rio Grande do Sul,4307708,ESTEIO,0.48,4.53,0.754
43,Rio Grande do Sul,4308201,FLORES DA CUNHA,0.44,1.12,0.754
43,Rio Grande do Sul,4319752,SÃO VENDELINO,0.29,0,0.754
50,Mato Grosso do Sul,5002951,CHAPADÃO DO SUL,0.47,3.17,0.754
51,Mato Grosso,5107909,SINOP,0.49,3.28,0.754
52,Goiás,5218805,RIO VERDE,0.54,4.43,0.754
31,Minas Gerais,3118007,Congonhas,0.5,6.67,0.753
32,Espírito Santo,3203130,JOÃO NEIVA,0.53,6.98,0.753
33,Rio de Janeiro,3302601,MANGARATIBA,0.51,6.71,0.753
33,Rio de Janeiro,3303203,NILÓPOLIS,0.45,5.15,0.753
35,São Paulo,3517406,GUAÍRA,0.53,4.08,0.753
35,São Paulo,3521101,IPEÚNA,0.46,3.87,0.753
35,São Paulo,3528304,MAGDA,0.44,4.28,0.753
35,São Paulo,3531506,MONTE AZUL PAULISTA,0.46,2.13,0.753
35,São Paulo,3533502,NOVO HORIZONTE,0.45,4.37,0.753
35,São Paulo,3535200,PALMEIRA D'OESTE,0.42,4.02,0.753
35,São Paulo,3547700,SANTO ANASTÁCIO,0.52,6.74,0.753
35,São Paulo,3553955,TARUMÃ,0.54,5.59,0.753
35,São Paulo,3554904,TRÊS FRONTEIRAS,0.41,2.33,0.753
42,Santa Catarina,4205456,FORQUILHINHA,0.46,1.59,0.753
42,Santa Catarina,4205704,GAROPABA,0.45,2.96,0.753
42,Santa Catarina,4214300,RANCHO QUEIMADO,0.42,1.92,0.753
43,Rio Grande do Sul,4300208,AJURICABA,0.47,3.62,0.753
43,Rio Grande do Sul,4307559,ESTAÇÃO,0.46,1.78,0.753
43,Rio Grande do Sul,4312674,NICOLAU VERGUEIRO,0.52,6.97,0.753
43,Rio Grande do Sul,4316477,SALVADOR DAS MISSÕES,0.36,3.55,0.753
14,Roraima,1400100,BOA VISTA,0.58,13.61,0.752
17,Tocantins,1702109,ARAGUAÍNA,0.56,11.18,0.752
31,Minas Gerais,3169356,Três Marias,0.52,10.14,0.752
32,Espírito Santo,3200607,ARACRUZ,0.5,9.67,0.752
35,São Paulo,3527405,LUCÉLIA,0.46,4.1,0.752
35,São Paulo,3528858,MARAPOAMA,0.4,4.11,0.752
35,São Paulo,3554003,TATUÍ,0.47,4.86,0.752
41,Paraná,4107405,ENÉAS MARQUES,0.6,10.06,0.752
41,Paraná,4120358,PRANCHITA,0.52,10.91,0.752
42,Santa Catarina,4203907,CAPINZAL,0.45,2.99,0.752
42,Santa Catarina,4209409,LAGUNA,0.44,5.27,0.752
42,Santa Catarina,4218756,TUNÁPOLIS,0.41,5.14,0.752
42,Santa Catarina,4219705,XAXIM,0.43,3.48,0.752
43,Rio Grande do Sul,4312385,MONTE BELO DO SUL,0.33,1.65,0.752
43,Rio Grande do Sul,4320602,SEVERIANO DE ALMEIDA,0.43,6.08,0.752
43,Rio Grande do Sul,4323770,WESTFALIA,0.33,0.33,0.752
51,Mato Grosso,5107040,PRIMAVERA DO LESTE,0.51,2.57,0.752
52,Goiás,5211503,ITUMBIARA,0.49,3.73,0.752
22,Piauí,2211001,TERESINA,0.61,14.6,0.751
31,Minas Gerais,3110608,Cambuí,0.46,4.57,0.751
31,Minas Gerais,3115300,Cataguases,0.5,8.03,0.751
31,Minas Gerais,3128709,Guaxupé,0.49,4.21,0.751
35,São Paulo,3501707,AMÉRICO BRASILIENSE,0.39,3.72,0.751
35,São Paulo,3505807,BASTOS,0.41,3.94,0.751
35,São Paulo,3511201,CATIGUÁ,0.43,1.92,0.751
35,São Paulo,3518701,GUARUJÁ,0.5,7.04,0.751
35,São Paulo,3520707,INDIAPORÃ,0.47,4.6,0.751
35,São Paulo,3530102,MIRANDÓPOLIS,0.45,4.47,0.751
35,São Paulo,3532603,NHANDEARA,0.49,3.64,0.751
35,São Paulo,3540705,PORTO FERREIRA,0.45,4.01,0.751
35,São Paulo,3542206,RANCHARIA,0.47,5.23,0.751
35,São Paulo,3544806,SALES,0.42,4.77,0.751
35,São Paulo,3553609,TAPIRATIBA,0.4,4.18,0.751
35,São Paulo,3555208,TURIÚBA,0.35,2.85,0.751
35,São Paulo,3555406,UBATUBA,0.58,8.88,0.751
41,Paraná,4108304,FOZ DO IGUAÇU,0.53,7.37,0.751
41,Paraná,4114203,MANDAGUARI,0.45,3.54,0.751
41,Paraná,4119152,PINHAIS,0.48,3,0.751
42,Santa Catarina,4206405,GUARACIABA,0.47,4.18,0.751
42,Santa Catarina,4206504,GUARAMIRIM,0.38,2.22,0.751
42,Santa Catarina,4213153,PLANALTO ALEGRE,0.42,5.29,0.751
43,Rio Grande do Sul,4313508,OSÓRIO,0.53,5.67,0.751
43,Rio Grande do Sul,4320503,SERTÃO,0.46,5.35,0.751
31,Minas Gerais,3107406,Bom Despacho,0.49,2.96,0.75
35,São Paulo,3505203,BARIRI,0.42,2.58,0.75
35,São Paulo,3510401,CAPIVARI,0.46,2.91,0.75
35,São Paulo,3541307,PRESIDENTE EPITÁCIO,0.47,6.86,0.75
35,São Paulo,3549300,SÃO JOÃO DO PAU D'ALHO,0.33,1.1,0.75
41,Paraná,4118204,PARANAGUÁ,0.52,8.1,0.75
43,Rio Grande do Sul,4300059,ÁGUA SANTA,0.68,6.62,0.75
43,Rio Grande do Sul,4304606,CANOAS,0.51,4.4,0.75
43,Rio Grande do Sul,4306106,CRUZ ALTA,0.53,7.02,0.75
43,Rio Grande do Sul,4308102,FELIZ,0.37,0.5,0.75
51,Mato Grosso,5102678,CAMPO VERDE,0.51,3.57,0.75
31,Minas Gerais,3104205,Arcos,0.43,4.34,0.749
31,Minas Gerais,3106705,Betim,0.47,7.04,0.749
35,São Paulo,3503802,ARTUR NOGUEIRA,0.46,3.01,0.749
35,São Paulo,3509700,CAMPOS DO JORDÃO,0.59,5.41,0.749
35,São Paulo,3510609,CARAPICUÍBA,0.46,6.12,0.749
35,São Paulo,3515103,EMBU-GUAÇU,0.5,8.98,0.749
35,São Paulo,3521309,IPUÃ,0.59,4.06,0.749
35,São Paulo,3534500,OSCAR BRESSANE,0.45,5.09,0.749
35,São Paulo,3535705,PARAÍSO,0.45,1.96,0.749
35,São Paulo,3537602,PERUÍBE,0.53,9.3,0.749
35,São Paulo,3538907,PIRAJUÍ,0.47,4.15,0.749
35,São Paulo,3544103,RIO GRANDE DA SERRA,0.39,7.02,0.749
35,São Paulo,3554409,TERRA ROXA,0.45,3.23,0.749
35,São Paulo,3555703,UNIÃO PAULISTA,0.35,1.82,0.749
42,Santa Catarina,4201208,ANTÔNIO CARLOS,0.43,1.01,0.749
42,Santa Catarina,4209508,LAURENTINO,0.36,1.7,0.749
42,Santa Catarina,4216909,SÃO LOURENÇO DO OESTE,0.46,3.83,0.749
42,Santa Catarina,4219606,XAVANTINA,0.47,3.42,0.749
43,Rio Grande do Sul,4309555,HARMONIA,0.36,1.89,0.749
43,Rio Grande do Sul,4311643,LINHA NOVA,0.36,1.15,0.749
43,Rio Grande do Sul,4314035,PARECI NOVO,0.4,3.09,0.749
25,Paraíba,2503209,CABEDELO,0.7,15.61,0.748
35,São Paulo,3514502,DUARTINA,0.43,4.24,0.748
35,São Paulo,3549250,SÃO JOÃO DE IRACEMA,0.37,6.44,0.748
35,São Paulo,3553401,TANABI,0.42,3.33,0.748
35,São Paulo,3553708,TAQUARITINGA,0.46,4.64,0.748
41,Paraná,4101408,APUCARANA,0.45,3.09,0.748
41,Paraná,4101507,ARAPONGAS,0.46,2.49,0.748
41,Paraná,4103453,CAFELÂNDIA,0.41,2.7,0.748
41,Paraná,4116000,MIRASELVA,0.39,5.6,0.748
42,Santa Catarina,4208500,ITUPORANGA,0.43,3.94,0.748
42,Santa Catarina,4211009,MONDAÍ,0.4,6.09,0.748
42,Santa Catarina,4211504,NOVA TRENTO,0.35,2.54,0.748
43,Rio Grande do Sul,4301651,BARÃO,0.4,1.14,0.748
43,Rio Grande do Sul,4304408,CANELA,0.48,5.48,0.748
43,Rio Grande do Sul,4318432,SÃO JOÃO DO POLÊSINE,0.53,5.1,0.748
51,Mato Grosso,5101803,BARRA DO GARÇAS,0.55,10.88,0.748
31,Minas Gerais,3109006,Brumadinho,0.57,5.83,0.747
31,Minas Gerais,3117876,Confins,0.45,5.7,0.747
31,Minas Gerais,3134400,Iturama,0.46,3.7,0.747
35,São Paulo,3510005,CÂNDIDO MOTA,0.41,5.38,0.747
35,São Paulo,3514924,ELISIÁRIO,0.33,1.4,0.747
35,São Paulo,3515905,FLOREAL,0.37,2.41,0.747
35,São Paulo,3516903,GENERAL SALGADO,0.45,2.29,0.747
35,São Paulo,3519600,IBITINGA,0.43,2.33,0.747
35,São Paulo,3540804,POTIRENDABA,0.4,2.95,0.747
35,São Paulo,3543204,RIBEIRÃO DO SUL,0.59,5.82,0.747
35,São Paulo,3552304,SUD MENNUCCI,0.54,4.16,0.747
41,Paraná,4102109,ASTORGA,0.5,2.16,0.747
41,Paraná,4112108,JANDAIA DO SUL,0.46,2.25,0.747
41,Paraná,4118451,PATO BRAGADO,0.43,0.84,0.747
42,Santa Catarina,4204350,CORDILHEIRA ALTA,0.39,4.15,0.747
42,Santa Catarina,4206009,GOVERNADOR CELSO RAMOS,0.43,2.23,0.747
43,Rio Grande do Sul,4300554,ALTO ALEGRE,0.48,6.55,0.747
43,Rio Grande do Sul,4305355,CHARQUEADAS,0.43,4.56,0.747
43,Rio Grande do Sul,4305702,CONDOR,0.49,7.68,0.747
43,Rio Grande do Sul,4312906,NOVA BASSANO,0.37,1.03,0.747
43,Rio Grande do Sul,4313409,NOVO HAMBURGO,0.53,3.91,0.747
43,Rio Grande do Sul,4316600,SANANDUVA,0.44,3.04,0.747
43,Rio Grande do Sul,4318499,SÃO JOSÉ DO INHACORÁ,0.36,2.72,0.747
43,Rio Grande do Sul,4321006,TAPERA,0.45,4.21,0.747
43,Rio Grande do Sul,4321451,TEUTÔNIA,0.35,0.44,0.747
43,Rio Grande do Sul,4322103,TUCUNDUVA,0.48,6.03,0.747
50,Mato Grosso do Sul,5003702,DOURADOS,0.52,5.96,0.747
52,Goiás,5214804,NOVA AURORA,0.43,6.24,0.747
52,Goiás,5215504,OUVIDOR,0.44,5.35,0.747
15,Pará,1501402,BELÉM,0.61,13.04,0.746
32,Espírito Santo,3201209,CACHOEIRO DE ITAPEMIRIM,0.52,6.64,0.746
32,Espírito Santo,3201506,COLATINA,0.51,5.75,0.746
35,São Paulo,3504602,BADY BASSITT,0.36,0.95,0.746
35,São Paulo,3507209,BORÁ,0.4,2.86,0.746
35,São Paulo,3533601,NUPORANGA,0.45,3.84,0.746
35,São Paulo,3535309,PALMITAL,0.44,4.91,0.746
35,São Paulo,3555802,URÂNIA,0.46,4.85,0.746
41,Paraná,4107306,DOUTOR CAMARGO,0.39,5.92,0.746
41,Paraná,4111100,ITAMBÉ,0.36,2.7,0.746
41,Paraná,4118006,PARAÍSO DO NORTE,0.48,1.05,0.746
42,Santa Catarina,4201950,BALNEÁRIO ARROIO DO SILVA,0.53,5.51,0.746
43,Rio Grande do Sul,4302352,BOM PRINCÍPIO,0.37,0.62,0.746
43,Rio Grande do Sul,4304697,CAPITÃO,0.38,0.87,0.746
43,Rio Grande do Sul,4305850,COQUEIROS DO SUL,0.53,4.11,0.746
43,Rio Grande do Sul,4308904,GETÚLIO VARGAS,0.45,3.68,0.746
43,Rio Grande do Sul,4312153,MATO LEITÃO,0.36,6.77,0.746
43,Rio Grande do Sul,4312609,MUÇUM,0.39,2.5,0.746
43,Rio Grande do Sul,4317251,SANTA TEREZA,0.37,0.85,0.746
52,Goiás,5221858,VALPARAÍSO DE GOIÁS,0.5,7.75,0.746
33,Rio de Janeiro,3302908,MIGUEL PEREIRA,0.55,7.89,0.745
33,Rio de Janeiro,3303401,NOVA FRIBURGO,0.51,4.08,0.745
33,Rio de Janeiro,3303906,PETRÓPOLIS,0.55,5.94,0.745
35,São Paulo,3500501,ÁGUAS DE LINDÓIA,0.43,2.38,0.745
35,São Paulo,3500709,AGUDOS,0.41,6.61,0.745
35,São Paulo,3501806,AMÉRICO DE CAMPOS,0.43,4.45,0.745
35,São Paulo,3514700,ECHAPORÃ,0.53,6.25,0.745
35,São Paulo,3519105,IACANGA,0.4,3.57,0.745
35,São Paulo,3522109,ITANHAÉM,0.5,10.29,0.745
35,São Paulo,3526001,JUNQUEIRÓPOLIS,0.43,3.76,0.745
35,São Paulo,3542107,RAFARD,0.4,3.48,0.745
35,São Paulo,3556008,URUPÊS,0.43,1.53,0.745
41,Paraná,4104204,CAMPO LARGO,0.45,4.25,0.745
41,Paraná,4107801,FLORAÍ,0.43,2.39,0.745
42,Santa Catarina,4200556,ÁGUAS FRIAS,0.38,5.95,0.745
43,Rio Grande do Sul,4302584,BOZANO,0.42,3.63,0.745
43,Rio Grande do Sul,4303905,CAMPO BOM,0.43,2.23,0.745
52,Goiás,5212600,MAIRIPOTABA,0.66,12.39,0.745
52,Goiás,5221304,TRÊS RANCHOS,0.47,5.88,0.745
31,Minas Gerais,3106903,Bicas,0.53,8.48,0.744
31,Minas Gerais,3147006,Paracatu,0.51,9.34,0.744
31,Minas Gerais,3149903,Perdões,0.52,7.45,0.744
31,Minas Gerais,3169307,Três Corações,0.56,8.84,0.744
35,São Paulo,3503406,AREALVA,0.45,4.87,0.744
35,São Paulo,3506201,BENTO DE ABREU,0.38,3.09,0.744
35,São Paulo,3514601,DUMONT,0.39,0.85,0.744
35,São Paulo,3522703,ITÁPOLIS,0.45,3.27,0.744
35,São Paulo,3526704,LEME,0.48,5.09,0.744
35,São Paulo,3529500,MENDONÇA,0.36,2.98,0.744
35,São Paulo,3550100,SÃO MANUEL,0.45,3.45,0.744
35,São Paulo,3554706,TORRINHA,0.45,1.54,0.744
35,São Paulo,3556909,VISTA ALEGRE DO ALTO,0.35,1.43,0.744
41,Paraná,4102703,BARRA DO JACARÉ,0.42,9.46,0.744
41,Paraná,4113601,LOBATO,0.38,2.57,0.744
41,Paraná,4123501,SANTA HELENA,0.52,6.48,0.744
42,Santa Catarina,4204400,CORONEL FREITAS,0.4,3.33,0.744
42,Santa Catarina,4215307,SALETE,0.43,3.15,0.744
43,Rio Grande do Sul,4305871,CORONEL BARROS,0.53,3.59,0.744
43,Rio Grande do Sul,4313102,NOVA PALMA,0.53,8.47,0.744
43,Rio Grande do Sul,4314753,POÇO DAS ANTAS,0.38,4.52,0.744
43,Rio Grande do Sul,4315602,RIO GRANDE,0.51,6.99,0.744
43,Rio Grande do Sul,4322400,URUGUAIANA,0.57,12.23,0.744
50,Mato Grosso do Sul,5008305,TRÊS LAGOAS,0.51,4.85,0.744
51,Mato Grosso,5102686,CAMPOS DE JÚLIO,0.62,1.8,0.744
51,Mato Grosso,5107925,SORRISO,0.54,5.88,0.744
52,Goiás,5208004,FORMOSA,0.56,12.16,0.744
52,Goiás,5217401,PIRES DO RIO,0.45,4.38,0.744
31,Minas Gerais,3115508,Caxambu,0.65,7.91,0.743
35,São Paulo,3518859,GUATAPARÁ,0.53,8.23,0.743
35,São Paulo,3528106,MACAUBAL,0.43,2.74,0.743
35,São Paulo,3528403,MAIRINQUE,0.44,5.48,0.743
35,São Paulo,3530003,MIRA ESTRELA,0.43,9.31,0.743
35,São Paulo,3533304,NOVA LUZITÂNIA,0.35,0.82,0.743
35,São Paulo,3541604,PROMISSÃO,0.43,3.52,0.743
35,São Paulo,3546256,SANTA CRUZ DA ESPERANÇA,0.53,8.29,0.743
41,Paraná,4111803,JACAREZINHO,0.53,6,0.743
41,Paraná,4112009,JAGUARIAÍVA,0.51,11,0.743
41,Paraná,4115705,MATINHOS,0.48,6.16,0.743
41,Paraná,4125308,SÃO JORGE DO IVAÍ,0.43,2.4,0.743
42,Santa Catarina,4204905,DESCANSO,0.43,5.4,0.743
42,Santa Catarina,4209854,LINDÓIA DO SUL,0.43,4.68,0.743
42,Santa Catarina,4210555,MAREMA,0.41,2.65,0.743
42,Santa Catarina,4212502,PENHA,0.42,3.5,0.743
43,Rio Grande do Sul,4301503,AUGUSTO PESTANA,0.49,3.74,0.743
43,Rio Grande do Sul,4304630,CAPÃO DA CANOA,0.51,6.25,0.743
43,Rio Grande do Sul,4306403,DOIS IRMÃOS,0.38,0.52,0.743
43,Rio Grande do Sul,4310363,IMIGRANTE,0.35,1.68,0.743
43,Rio Grande do Sul,4312476,MORRO REUTER,0.32,1.19,0.743
43,Rio Grande do Sul,4320701,SOBRADINHO,0.5,7.14,0.743
52,Goiás,5210208,IPORÁ,0.51,6.36,0.743
52,Goiás,5212204,JUSSARA,0.66,7.46,0.743
31,Minas Gerais,3140001,Mariana,0.51,11.72,0.742
31,Minas Gerais,3171006,Vazante,0.44,5.39,0.742
35,São Paulo,3506805,BOCAINA,0.42,1.31,0.742
35,São Paulo,3508801,CAFELÂNDIA,0.46,5.8,0.742
35,São Paulo,3514205,DOLCINÓPOLIS,0.36,2.37,0.742
35,São Paulo,3522208,ITAPECERICA DA SERRA,0.45,7.44,0.742
35,São Paulo,3527009,LINDÓIA,0.4,1.79,0.742
35,São Paulo,3527256,LOURDES,0.37,6.1,0.742
35,São Paulo,3536901,PEDRANÓPOLIS,0.38,3.64,0.742
41,Paraná,4103222,BOM SUCESSO DO SUL,0.53,12.35,0.742
41,Paraná,4120804,QUATRO BARRAS,0.47,3.92,0.742
42,Santa Catarina,4201703,ASCURRA,0.35,0.57,0.742
42,Santa Catarina,4203600,CAMPOS NOVOS,0.46,7.44,0.742
42,Santa Catarina,4204707,CUNHA PORÃ,0.38,1.34,0.742
42,Santa Catarina,4205100,DONA EMMA,0.46,4.19,0.742
42,Santa Catarina,4207809,IRANI,0.42,5.71,0.742
42,Santa Catarina,4217105,SÃO MARTINHO,0.38,1.77,0.742
43,Rio Grande do Sul,4303004,CACHOEIRA DO SUL,0.54,9.04,0.742
43,Rio Grande do Sul,4313334,NOVA RAMADA,0.5,6.62,0.742
43,Rio Grande do Sul,4320651,SILVEIRA MARTINS,0.5,7.84,0.742
43,Rio Grande do Sul,4321469,TIO HUGO,0.4,2.67,0.742
43,Rio Grande do Sul,4323309,VILA FLORES,0.32,1.73,0.742
52,Goiás,5203203,BARRO ALTO,0.44,6.44,0.742
52,Goiás,5205471,CHAPADÃO DO CÉU,0.41,0.78,0.742
17,Tocantins,1709302,GUARAÍ,0.61,15.09,0.741
31,Minas Gerais,3105103,Bambuí,0.49,4.27,0.741
31,Minas Gerais,3109600,Cachoeira da Prata,0.43,3.19,0.741
31,Minas Gerais,3114550,Carneirinho,0.57,4.3,0.741
31,Minas Gerais,3146107,Ouro Preto,0.5,9.05,0.741
31,Minas Gerais,3160702,Santos Dumont,0.5,12.75,0.741
35,São Paulo,3500808,ALFREDO MARCONDES,0.36,4.66,0.741
35,São Paulo,3502408,ANHUMAS,0.42,6.9,0.741
35,São Paulo,3513850,DIRCE REIS,0.37,3.74,0.741
35,São Paulo,3525607,JOÃO RAMALHO,0.42,7.16,0.741
35,São Paulo,3525854,JUMIRIM,0.39,3.46,0.741
35,São Paulo,3529708,MIGUELÓPOLIS,0.46,5.41,0.741
35,São Paulo,3531605,MONTE CASTELO,0.38,4.25,0.741
35,São Paulo,3532058,MOTUCA,0.45,14.99,0.741
35,São Paulo,3554300,TEODORO SAMPAIO,0.47,9.12,0.741
42,Santa Catarina,4200309,AGRONÔMICA,0.47,1.8,0.741
42,Santa Catarina,4207007,IÇARA,0.4,2.9,0.741
43,Rio Grande do Sul,4305959,COTIPORÃ,0.39,0.37,0.741
43,Rio Grande do Sul,4313359,NOVA ROMA DO SUL,0.44,0.57,0.741
43,Rio Grande do Sul,4314308,PEJUÇARA,0.44,4.84,0.741
43,Rio Grande do Sul,4318903,SÃO LUIZ GONZAGA,0.5,9.47,0.741
17,Tocantins,1718204,PORTO NACIONAL,0.54,13.79,0.74
31,Minas Gerais,3121209,Delfinópolis,0.47,3.6,0.74
31,Minas Gerais,3144102,Muzambinho,0.46,5.16,0.74
31,Minas Gerais,3168804,Tiradentes,0.57,7.07,0.74
35,São Paulo,3503000,ARAMINA,0.43,3.04,0.74
35,São Paulo,3507902,BROTAS,0.41,3.34,0.74
35,São Paulo,3515301,ESTRELA DO NORTE,0.43,3.82,0.74
35,São Paulo,3519402,IBIRÁ,0.48,3.88,0.74
35,São Paulo,3528205,MACEDÔNIA,0.42,3.91,0.74
35,São Paulo,3543600,RIFAINA,0.45,5.18,0.74
35,São Paulo,3548401,SANTÓPOLIS DO AGUAPEÍ,0.35,2.41,0.74
35,São Paulo,3557303,ESTIVA GERBI,0.41,1.91,0.74
41,Paraná,4101804,ARAUCÁRIA,0.46,3.13,0.74
41,Paraná,4105409,CHOPINZINHO,0.55,10.03,0.74
41,Paraná,4115853,MERCEDES,0.41,7.41,0.74
41,Paraná,4122701,SABÁUDIA,0.41,4.61,0.74
41,Paraná,4128203,UNIÃO DA VITÓRIA,0.48,9.46,0.74
42,Santa Catarina,4202206,BENEDITO NOVO,0.36,3.5,0.74
42,Santa Catarina,4211751,OTACÍLIO COSTA,0.4,5.74,0.74
42,Santa Catarina,4216305,SÃO JOÃO BATISTA,0.33,1.13,0.74
42,Santa Catarina,4218806,TURVO,0.4,1.04,0.74
43,Rio Grande do Sul,4300406,ALEGRETE,0.52,9.47,0.74
43,Rio Grande do Sul,4300471,ALMIRANTE TAMANDARÉ DO SUL,0.44,7.16,0.74
